databaseA,databaseB,descriptionA,descriptionB,label,,
section-room_number,XS-xsId,room_number: represents the unique identifier of the classroom where the section is held.,xsId: a unique identifier for each student,0,,
section-room_number,XS-xm,room_number: represents the unique identifier of the classroom where the section is held.,xm: the name of the student,0,,
section-room_number,XS-yxmc,room_number: represents the unique identifier of the classroom where the section is held.,yxmc: the name of the school where the student is enrolled,0,,
section-room_number,XS-zxf,room_number: represents the unique identifier of the classroom where the section is held.,zxf: the total credits that the student has taken or is taking,0,,
section-room_number,XS-zym,room_number: represents the unique identifier of the classroom where the section is held.,zym: the name of the student's major,0,,
section-room_number,XS-zzcj,room_number: represents the unique identifier of the classroom where the section is held.,zzcj: the final grade of the student in the course,0,,
section-room_number,XS-jsId,room_number: represents the unique identifier of the classroom where the section is held.,jsId: the identifier of the teacher who instructs the course,0,,
section-room_number,ZY-zym,room_number: represents the unique identifier of the classroom where the section is held.,zym: the name of the major,0,,
section-room_number,ZY-yxmc,room_number: represents the unique identifier of the classroom where the section is held.,yxmc: the name of the school that offers the major,0,,
section-room_number,ZY-xxnf,room_number: represents the unique identifier of the classroom where the section is held.,xxnf: the academic year when the major is offered,0,,
section-room_number,XX-xsId,room_number: represents the unique identifier of the classroom where the section is held.,xsId: the identifier of the student who takes the course,0,,
section-room_number,XX-pxkId,room_number: represents the unique identifier of the classroom where the section is held.,pxkId: the identifier of the course offering being taken,0,,
section-room_number,XX-cj,room_number: represents the unique identifier of the classroom where the section is held.,cj: the grade of the student in the course,0,,
section-room_number,SJ-scId,room_number: represents the unique identifier of the classroom where the section is held.,scId: a unique identifier for each timeslot,0,,
section-room_number,SJ-xq,room_number: represents the unique identifier of the classroom where the section is held.,xq: the academic term or semester when the timeslot is offered,0,,
section-room_number,SJ-kssj,room_number: represents the unique identifier of the classroom where the section is held.,kssj: the start time of the timeslot,0,,
section-room_number,SJ-jssj,room_number: represents the unique identifier of the classroom where the section is held.,jssj: the end time of the timeslot,0,,
section-room_number,XQ-kcId,room_number: represents the unique identifier of the classroom where the section is held.,kcId: the identifier of the course being taken,0,,
section-room_number,XQ-xykcId,room_number: represents the unique identifier of the classroom where the section is held.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
section-time_slot_id,JZ-jzId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jzId: identifier of a building,0,,
section-time_slot_id,JZ-jzName,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jzName: the name of a building,0,,
section-time_slot_id,JZ-wz,time_slot_id: represents the unique identifier of the time slot during which the section is held.,wz: location of the building,0,,
section-time_slot_id,FJ-jzId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jzId: identifier of a building,0,,
section-time_slot_id,FJ-fjh,time_slot_id: represents the unique identifier of the time slot during which the section is held.,fjh: room number,0,,
section-time_slot_id,FJ-rs,time_slot_id: represents the unique identifier of the time slot during which the section is held.,rs: number of occupants in the room.,0,,
section-time_slot_id,ysAp-jzId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jzId: identifier of a building,0,,
section-time_slot_id,ysAp-fjh,time_slot_id: represents the unique identifier of the time slot during which the section is held.,fjh: room number,0,,
section-time_slot_id,ysAp-sj,time_slot_id: represents the unique identifier of the time slot during which the section is held.,sj: time of an event,0,,
section-time_slot_id,ysAp-scId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,scId: identifier of a time slot,1,,
section-time_slot_id,ysAp-ddrId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,ddrId: identifier of the person who booked the room,0,,
section-time_slot_id,ysAp-yy,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yy: reason for booking the room,0,,
section-time_slot_id,YX-yxmc,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yxmc: name of a department,0,,
section-time_slot_id,YX-jzId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jzId: identifier of a building,0,,
section-time_slot_id,YX-ys,time_slot_id: represents the unique identifier of the time slot during which the section is held.,ys: budget for the department,0,,
section-time_slot_id,KC-kcId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,kcId: identifier of a course,0,,
section-time_slot_id,KC-mc,time_slot_id: represents the unique identifier of the time slot during which the section is held.,mc: name of a course,0,,
section-time_slot_id,KC-yxmc,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yxmc: name of the department offering the course,0,,
section-time_slot_id,KC-xf,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xf: credits for the course.,0,,
section-time_slot_id,KC-yy,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yy: language of instruction for the course,0,,
section-time_slot_id,JS-jsId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jsId: a unique identifier for each teacher,0,,
section-time_slot_id,JS-xm,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xm: the name of the teacher,0,,
section-time_slot_id,JS-yxmc,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yxmc: the name of the school where the teacher works,0,,
section-time_slot_id,JS-gn,time_slot_id: represents the unique identifier of the time slot during which the section is held.,gn: the teacher's expertise or specialty,0,,
section-time_slot_id,JS-zj,time_slot_id: represents the unique identifier of the time slot during which the section is held.,zj: the teacher's rank or seniority,0,,
section-time_slot_id,PXK-pxkId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,pxkId: a unique identifier for each course offering,0,,
section-time_slot_id,PXK-kcId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,kcId: the identifier of the course being offered,0,,
section-time_slot_id,PXK-khId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,khId: the identifier of the class section,0,,
section-time_slot_id,PXK-xq,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xq: the academic term or semester when the course is offered,0,,
section-time_slot_id,PXK-nf,time_slot_id: represents the unique identifier of the time slot during which the section is held.,nf: the academic year when the course is offered,0,,
section-time_slot_id,KCM-pxkId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,pxkId: the identifier of the course offering,0,,
section-time_slot_id,KCM-jzId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jzId: the identifier of the building where the course is held,0,,
section-time_slot_id,KCM-fjh,time_slot_id: represents the unique identifier of the time slot during which the section is held.,fjh: the room number or identifier where the course is held,0,,
section-time_slot_id,KCM-scId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,scId: the identifier of the timeslot when the course is held,1,,
section-time_slot_id,JX-jsId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jsId: the identifier of the teacher who instructs the course,0,,
section-time_slot_id,JX-pxkId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,pxkId: the identifier of the course offering being instructed,0,,
section-time_slot_id,JX-khr,time_slot_id: represents the unique identifier of the time slot during which the section is held.,khr: the date when the course instruction starts,0,,
section-time_slot_id,JX-scId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,scId: the identifier of the timeslot when the course instruction is held,1,,
section-time_slot_id,JX-khjzId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,khjzId: the identifier of the building where the course instruction is held,0,,
section-time_slot_id,JX-khfjh,time_slot_id: represents the unique identifier of the time slot during which the section is held.,khfjh: the room number or identifier where the course instruction is held,0,,
section-time_slot_id,XS-xsId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xsId: a unique identifier for each student,0,,
section-time_slot_id,XS-xm,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xm: the name of the student,0,,
section-time_slot_id,XS-yxmc,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yxmc: the name of the school where the student is enrolled,0,,
section-time_slot_id,XS-zxf,time_slot_id: represents the unique identifier of the time slot during which the section is held.,zxf: the total credits that the student has taken or is taking,0,,
section-time_slot_id,XS-zym,time_slot_id: represents the unique identifier of the time slot during which the section is held.,zym: the name of the student's major,0,,
section-time_slot_id,XS-zzcj,time_slot_id: represents the unique identifier of the time slot during which the section is held.,zzcj: the final grade of the student in the course,0,,
section-time_slot_id,XS-jsId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jsId: the identifier of the teacher who instructs the course,0,,
section-time_slot_id,ZY-zym,time_slot_id: represents the unique identifier of the time slot during which the section is held.,zym: the name of the major,0,,
section-time_slot_id,ZY-yxmc,time_slot_id: represents the unique identifier of the time slot during which the section is held.,yxmc: the name of the school that offers the major,0,,
section-time_slot_id,ZY-xxnf,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xxnf: the academic year when the major is offered,0,,
section-time_slot_id,XX-xsId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xsId: the identifier of the student who takes the course,0,,
section-time_slot_id,XX-pxkId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,pxkId: the identifier of the course offering being taken,0,,
section-time_slot_id,XX-cj,time_slot_id: represents the unique identifier of the time slot during which the section is held.,cj: the grade of the student in the course,0,,
section-time_slot_id,SJ-scId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,scId: a unique identifier for each timeslot,1,,
section-time_slot_id,SJ-xq,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xq: the academic term or semester when the timeslot is offered,0,,
section-time_slot_id,SJ-kssj,time_slot_id: represents the unique identifier of the time slot during which the section is held.,kssj: the start time of the timeslot,0,,
section-time_slot_id,SJ-jssj,time_slot_id: represents the unique identifier of the time slot during which the section is held.,jssj: the end time of the timeslot,0,,
section-time_slot_id,XQ-kcId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,kcId: the identifier of the course being taken,0,,
section-time_slot_id,XQ-xykcId,time_slot_id: represents the unique identifier of the time slot during which the section is held.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
teaches-ID,JZ-jzId,ID: represents the unique identifier of the instructor who teaches the course.,jzId: identifier of a building,0,,
teaches-ID,JZ-jzName,ID: represents the unique identifier of the instructor who teaches the course.,jzName: the name of a building,0,,
teaches-ID,JZ-wz,ID: represents the unique identifier of the instructor who teaches the course.,wz: location of the building,0,,
teaches-ID,FJ-jzId,ID: represents the unique identifier of the instructor who teaches the course.,jzId: identifier of a building,0,,
teaches-ID,FJ-fjh,ID: represents the unique identifier of the instructor who teaches the course.,fjh: room number,0,,
teaches-ID,FJ-rs,ID: represents the unique identifier of the instructor who teaches the course.,rs: number of occupants in the room.,0,,
teaches-ID,ysAp-jzId,ID: represents the unique identifier of the instructor who teaches the course.,jzId: identifier of a building,0,,
teaches-ID,ysAp-fjh,ID: represents the unique identifier of the instructor who teaches the course.,fjh: room number,0,,
teaches-ID,ysAp-sj,ID: represents the unique identifier of the instructor who teaches the course.,sj: time of an event,0,,
teaches-ID,ysAp-scId,ID: represents the unique identifier of the instructor who teaches the course.,scId: identifier of a time slot,0,,
teaches-ID,ysAp-ddrId,ID: represents the unique identifier of the instructor who teaches the course.,ddrId: identifier of the person who booked the room,1,,
teaches-ID,ysAp-yy,ID: represents the unique identifier of the instructor who teaches the course.,yy: reason for booking the room,0,,
teaches-ID,YX-yxmc,ID: represents the unique identifier of the instructor who teaches the course.,yxmc: name of a department,0,,
teaches-ID,YX-jzId,ID: represents the unique identifier of the instructor who teaches the course.,jzId: identifier of a building,0,,
teaches-ID,YX-ys,ID: represents the unique identifier of the instructor who teaches the course.,ys: budget for the department,0,,
teaches-ID,KC-kcId,ID: represents the unique identifier of the instructor who teaches the course.,kcId: identifier of a course,0,,
teaches-ID,KC-mc,ID: represents the unique identifier of the instructor who teaches the course.,mc: name of a course,0,,
teaches-ID,KC-yxmc,ID: represents the unique identifier of the instructor who teaches the course.,yxmc: name of the department offering the course,0,,
teaches-ID,KC-xf,ID: represents the unique identifier of the instructor who teaches the course.,xf: credits for the course.,0,,
teaches-ID,KC-yy,ID: represents the unique identifier of the instructor who teaches the course.,yy: language of instruction for the course,0,,
teaches-ID,JS-jsId,ID: represents the unique identifier of the instructor who teaches the course.,jsId: a unique identifier for each teacher,1,,
teaches-ID,JS-xm,ID: represents the unique identifier of the instructor who teaches the course.,xm: the name of the teacher,0,,
teaches-ID,JS-yxmc,ID: represents the unique identifier of the instructor who teaches the course.,yxmc: the name of the school where the teacher works,0,,
teaches-ID,JS-gn,ID: represents the unique identifier of the instructor who teaches the course.,gn: the teacher's expertise or specialty,0,,
teaches-ID,JS-zj,ID: represents the unique identifier of the instructor who teaches the course.,zj: the teacher's rank or seniority,0,,
teaches-ID,PXK-pxkId,ID: represents the unique identifier of the instructor who teaches the course.,pxkId: a unique identifier for each course offering,0,,
teaches-ID,PXK-kcId,ID: represents the unique identifier of the instructor who teaches the course.,kcId: the identifier of the course being offered,0,,
teaches-ID,PXK-khId,ID: represents the unique identifier of the instructor who teaches the course.,khId: the identifier of the class section,0,,
teaches-ID,PXK-xq,ID: represents the unique identifier of the instructor who teaches the course.,xq: the academic term or semester when the course is offered,0,,
teaches-ID,PXK-nf,ID: represents the unique identifier of the instructor who teaches the course.,nf: the academic year when the course is offered,0,,
teaches-ID,KCM-pxkId,ID: represents the unique identifier of the instructor who teaches the course.,pxkId: the identifier of the course offering,0,,
teaches-ID,KCM-jzId,ID: represents the unique identifier of the instructor who teaches the course.,jzId: the identifier of the building where the course is held,0,,
teaches-ID,KCM-fjh,ID: represents the unique identifier of the instructor who teaches the course.,fjh: the room number or identifier where the course is held,0,,
teaches-ID,KCM-scId,ID: represents the unique identifier of the instructor who teaches the course.,scId: the identifier of the timeslot when the course is held,0,,
teaches-ID,JX-jsId,ID: represents the unique identifier of the instructor who teaches the course.,jsId: the identifier of the teacher who instructs the course,1,,
teaches-ID,JX-pxkId,ID: represents the unique identifier of the instructor who teaches the course.,pxkId: the identifier of the course offering being instructed,0,,
teaches-ID,JX-khr,ID: represents the unique identifier of the instructor who teaches the course.,khr: the date when the course instruction starts,0,,
teaches-ID,JX-scId,ID: represents the unique identifier of the instructor who teaches the course.,scId: the identifier of the timeslot when the course instruction is held,0,,
teaches-ID,JX-khjzId,ID: represents the unique identifier of the instructor who teaches the course.,khjzId: the identifier of the building where the course instruction is held,0,,
teaches-ID,JX-khfjh,ID: represents the unique identifier of the instructor who teaches the course.,khfjh: the room number or identifier where the course instruction is held,0,,
teaches-ID,XS-xsId,ID: represents the unique identifier of the instructor who teaches the course.,xsId: a unique identifier for each student,0,,
teaches-ID,XS-xm,ID: represents the unique identifier of the instructor who teaches the course.,xm: the name of the student,0,,
teaches-ID,XS-yxmc,ID: represents the unique identifier of the instructor who teaches the course.,yxmc: the name of the school where the student is enrolled,0,,
teaches-ID,XS-zxf,ID: represents the unique identifier of the instructor who teaches the course.,zxf: the total credits that the student has taken or is taking,0,,
teaches-ID,XS-zym,ID: represents the unique identifier of the instructor who teaches the course.,zym: the name of the student's major,0,,
teaches-ID,XS-zzcj,ID: represents the unique identifier of the instructor who teaches the course.,zzcj: the final grade of the student in the course,0,,
teaches-ID,XS-jsId,ID: represents the unique identifier of the instructor who teaches the course.,jsId: the identifier of the teacher who instructs the course,1,,
teaches-ID,ZY-zym,ID: represents the unique identifier of the instructor who teaches the course.,zym: the name of the major,0,,
teaches-ID,ZY-yxmc,ID: represents the unique identifier of the instructor who teaches the course.,yxmc: the name of the school that offers the major,0,,
teaches-ID,ZY-xxnf,ID: represents the unique identifier of the instructor who teaches the course.,xxnf: the academic year when the major is offered,0,,
teaches-ID,XX-xsId,ID: represents the unique identifier of the instructor who teaches the course.,xsId: the identifier of the student who takes the course,0,,
teaches-ID,XX-pxkId,ID: represents the unique identifier of the instructor who teaches the course.,pxkId: the identifier of the course offering being taken,0,,
teaches-ID,XX-cj,ID: represents the unique identifier of the instructor who teaches the course.,cj: the grade of the student in the course,0,,
teaches-ID,SJ-scId,ID: represents the unique identifier of the instructor who teaches the course.,scId: a unique identifier for each timeslot,0,,
teaches-ID,SJ-xq,ID: represents the unique identifier of the instructor who teaches the course.,xq: the academic term or semester when the timeslot is offered,0,,
teaches-ID,SJ-kssj,ID: represents the unique identifier of the instructor who teaches the course.,kssj: the start time of the timeslot,0,,
teaches-ID,SJ-jssj,ID: represents the unique identifier of the instructor who teaches the course.,jssj: the end time of the timeslot,0,,
teaches-ID,XQ-kcId,ID: represents the unique identifier of the instructor who teaches the course.,kcId: the identifier of the course being taken,0,,
teaches-ID,XQ-xykcId,ID: represents the unique identifier of the instructor who teaches the course.,xykcId: the identifier of the course that serves as a prerequisite for the course,0,,
teaches-course_id,JZ-jzId,course_id: represents the unique identifier of the course being taught.,jzId: identifier of a building,0,,
teaches-course_id,JZ-jzName,course_id: represents the unique identifier of the course being taught.,jzName: the name of a building,0,,
teaches-course_id,JZ-wz,course_id: represents the unique identifier of the course being taught.,wz: location of the building,0,,
teaches-course_id,FJ-jzId,course_id: represents the unique identifier of the course being taught.,jzId: identifier of a building,0,,
teaches-course_id,FJ-fjh,course_id: represents the unique identifier of the course being taught.,fjh: room number,0,,
teaches-course_id,FJ-rs,course_id: represents the unique identifier of the course being taught.,rs: number of occupants in the room.,0,,
teaches-course_id,ysAp-jzId,course_id: represents the unique identifier of the course being taught.,jzId: identifier of a building,0,,
teaches-course_id,ysAp-fjh,course_id: represents the unique identifier of the course being taught.,fjh: room number,0,,
teaches-course_id,ysAp-sj,course_id: represents the unique identifier of the course being taught.,sj: time of an event,0,,
teaches-course_id,ysAp-scId,course_id: represents the unique identifier of the course being taught.,scId: identifier of a time slot,0,,
teaches-course_id,ysAp-ddrId,course_id: represents the unique identifier of the course being taught.,ddrId: identifier of the person who booked the room,0,,
teaches-course_id,ysAp-yy,course_id: represents the unique identifier of the course being taught.,yy: reason for booking the room,0,,
teaches-course_id,YX-yxmc,course_id: represents the unique identifier of the course being taught.,yxmc: name of a department,0,,
teaches-course_id,YX-jzId,course_id: represents the unique identifier of the course being taught.,jzId: identifier of a building,0,,
teaches-course_id,YX-ys,course_id: represents the unique identifier of the course being taught.,ys: budget for the department,0,,
teaches-course_id,KC-kcId,course_id: represents the unique identifier of the course being taught.,kcId: identifier of a course,1,,
teaches-course_id,KC-mc,course_id: represents the unique identifier of the course being taught.,mc: name of a course,0,,
teaches-course_id,KC-yxmc,course_id: represents the unique identifier of the course being taught.,yxmc: name of the department offering the course,0,,
teaches-course_id,KC-xf,course_id: represents the unique identifier of the course being taught.,xf: credits for the course.,0,,
teaches-course_id,KC-yy,course_id: represents the unique identifier of the course being taught.,yy: language of instruction for the course,0,,
teaches-course_id,JS-jsId,course_id: represents the unique identifier of the course being taught.,jsId: a unique identifier for each teacher,0,,
teaches-course_id,JS-xm,course_id: represents the unique identifier of the course being taught.,xm: the name of the teacher,0,,
teaches-course_id,JS-yxmc,course_id: represents the unique identifier of the course being taught.,yxmc: the name of the school where the teacher works,0,,
teaches-course_id,JS-gn,course_id: represents the unique identifier of the course being taught.,gn: the teacher's expertise or specialty,0,,
teaches-course_id,JS-zj,course_id: represents the unique identifier of the course being taught.,zj: the teacher's rank or seniority,0,,
teaches-course_id,PXK-pxkId,course_id: represents the unique identifier of the course being taught.,pxkId: a unique identifier for each course offering,0,,
teaches-course_id,PXK-kcId,course_id: represents the unique identifier of the course being taught.,kcId: the identifier of the course being offered,1,,
teaches-course_id,PXK-khId,course_id: represents the unique identifier of the course being taught.,khId: the identifier of the class section,0,,
teaches-course_id,PXK-xq,course_id: represents the unique identifier of the course being taught.,xq: the academic term or semester when the course is offered,0,,
teaches-course_id,PXK-nf,course_id: represents the unique identifier of the course being taught.,nf: the academic year when the course is offered,0,,
teaches-course_id,KCM-pxkId,course_id: represents the unique identifier of the course being taught.,pxkId: the identifier of the course offering,0,,
teaches-course_id,KCM-jzId,course_id: represents the unique identifier of the course being taught.,jzId: the identifier of the building where the course is held,0,,
teaches-course_id,KCM-fjh,course_id: represents the unique identifier of the course being taught.,fjh: the room number or identifier where the course is held,0,,
teaches-course_id,KCM-scId,course_id: represents the unique identifier of the course being taught.,scId: the identifier of the timeslot when the course is held,0,,
teaches-course_id,JX-jsId,course_id: represents the unique identifier of the course being taught.,jsId: the identifier of the teacher who instructs the course,0,,
teaches-course_id,JX-pxkId,course_id: represents the unique identifier of the course being taught.,pxkId: the identifier of the course offering being instructed,0,,
teaches-course_id,JX-khr,course_id: represents the unique identifier of the course being taught.,khr: the date when the course instruction starts,0,,
teaches-course_id,JX-scId,course_id: represents the unique identifier of the course being taught.,scId: the identifier of the timeslot when the course instruction is held,0,,
teaches-course_id,JX-khjzId,course_id: represents the unique identifier of the course being taught.,khjzId: the identifier of the building where the course instruction is held,0,,
teaches-course_id,JX-khfjh,course_id: represents the unique identifier of the course being taught.,khfjh: the room number or identifier where the course instruction is held,0,,
teaches-course_id,XS-xsId,course_id: represents the unique identifier of the course being taught.,xsId: a unique identifier for each student,0,,
teaches-course_id,XS-xm,course_id: represents the unique identifier of the course being taught.,xm: the name of the student,0,,
teaches-course_id,XS-yxmc,course_id: represents the unique identifier of the course being taught.,yxmc: the name of the school where the student is enrolled,0,,
teaches-course_id,XS-zxf,course_id: represents the unique identifier of the course being taught.,zxf: the total credits that the student has taken or is taking,0,,
teaches-course_id,XS-zym,course_id: represents the unique identifier of the course being taught.,zym: the name of the student's major,0,,
teaches-course_id,XS-zzcj,course_id: represents the unique identifier of the course being taught.,zzcj: the final grade of the student in the course,0,,
teaches-course_id,XS-jsId,course_id: represents the unique identifier of the course being taught.,jsId: the identifier of the teacher who instructs the course,0,,
teaches-course_id,ZY-zym,course_id: represents the unique identifier of the course being taught.,zym: the name of the major,0,,
teaches-course_id,ZY-yxmc,course_id: represents the unique identifier of the course being taught.,yxmc: the name of the school that offers the major,0,,
teaches-course_id,ZY-xxnf,course_id: represents the unique identifier of the course being taught.,xxnf: the academic year when the major is offered,0,,
teaches-course_id,XX-xsId,course_id: represents the unique identifier of the course being taught.,xsId: the identifier of the student who takes the course,0,,
teaches-course_id,XX-pxkId,course_id: represents the unique identifier of the course being taught.,pxkId: the identifier of the course offering being taken,0,,
teaches-course_id,XX-cj,course_id: represents the unique identifier of the course being taught.,cj: the grade of the student in the course,0,,
teaches-course_id,SJ-scId,course_id: represents the unique identifier of the course being taught.,scId: a unique identifier for each timeslot,0,,
teaches-course_id,SJ-xq,course_id: represents the unique identifier of the course being taught.,xq: the academic term or semester when the timeslot is offered,0,,
teaches-course_id,SJ-kssj,course_id: represents the unique identifier of the course being taught.,kssj: the start time of the timeslot,0,,
teaches-course_id,SJ-jssj,course_id: represents the unique identifier of the course being taught.,jssj: the end time of the timeslot,0,,
teaches-course_id,XQ-kcId,course_id: represents the unique identifier of the course being taught.,kcId: the identifier of the course being taken,1,,
teaches-course_id,XQ-xykcId,course_id: represents the unique identifier of the course being taught.,xykcId: the identifier of the course that serves as a prerequisite for the course,1,,
teaches-sec_id,JZ-jzId,sec_id: represents the unique identifier of the section being taught.,jzId: identifier of a building,0,,
teaches-sec_id,JZ-jzName,sec_id: represents the unique identifier of the section being taught.,jzName: the name of a building,0,,
teaches-sec_id,JZ-wz,sec_id: represents the unique identifier of the section being taught.,wz: location of the building,0,,
teaches-sec_id,FJ-jzId,sec_id: represents the unique identifier of the section being taught.,jzId: identifier of a building,0,,
teaches-sec_id,FJ-fjh,sec_id: represents the unique identifier of the section being taught.,fjh: room number,0,,
teaches-sec_id,FJ-rs,sec_id: represents the unique identifier of the section being taught.,rs: number of occupants in the room.,0,,
teaches-sec_id,ysAp-jzId,sec_id: represents the unique identifier of the section being taught.,jzId: identifier of a building,0,,
teaches-sec_id,ysAp-fjh,sec_id: represents the unique identifier of the section being taught.,fjh: room number,0,,
teaches-sec_id,ysAp-sj,sec_id: represents the unique identifier of the section being taught.,sj: time of an event,0,,
teaches-sec_id,ysAp-scId,sec_id: represents the unique identifier of the section being taught.,scId: identifier of a time slot,0,,
teaches-sec_id,ysAp-ddrId,sec_id: represents the unique identifier of the section being taught.,ddrId: identifier of the person who booked the room,0,,
teaches-sec_id,ysAp-yy,sec_id: represents the unique identifier of the section being taught.,yy: reason for booking the room,0,,
teaches-sec_id,YX-yxmc,sec_id: represents the unique identifier of the section being taught.,yxmc: name of a department,0,,
teaches-sec_id,YX-jzId,sec_id: represents the unique identifier of the section being taught.,jzId: identifier of a building,0,,
teaches-sec_id,YX-ys,sec_id: represents the unique identifier of the section being taught.,ys: budget for the department,0,,
teaches-sec_id,KC-kcId,sec_id: represents the unique identifier of the section being taught.,kcId: identifier of a course,0,,
teaches-sec_id,KC-mc,sec_id: represents the unique identifier of the section being taught.,mc: name of a course,0,,
teaches-sec_id,KC-yxmc,sec_id: represents the unique identifier of the section being taught.,yxmc: name of the department offering the course,0,,
teaches-sec_id,KC-xf,sec_id: represents the unique identifier of the section being taught.,xf: credits for the course.,0,,
teaches-sec_id,KC-yy,sec_id: represents the unique identifier of the section being taught.,yy: language of instruction for the course,0,,
teaches-sec_id,JS-jsId,sec_id: represents the unique identifier of the section being taught.,jsId: a unique identifier for each teacher,0,,
teaches-sec_id,JS-xm,sec_id: represents the unique identifier of the section being taught.,xm: the name of the teacher,0,,
teaches-sec_id,JS-yxmc,sec_id: represents the unique identifier of the section being taught.,yxmc: the name of the school where the teacher works,0,,
teaches-sec_id,JS-gn,sec_id: represents the unique identifier of the section being taught.,gn: the teacher's expertise or specialty,0,,
teaches-sec_id,JS-zj,sec_id: represents the unique identifier of the section being taught.,zj: the teacher's rank or seniority,0,,
teaches-sec_id,PXK-pxkId,sec_id: represents the unique identifier of the section being taught.,pxkId: a unique identifier for each course offering,0,,
teaches-sec_id,PXK-kcId,sec_id: represents the unique identifier of the section being taught.,kcId: the identifier of the course being offered,0,,
teaches-sec_id,PXK-khId,sec_id: represents the unique identifier of the section being taught.,khId: the identifier of the class section,1,,
teaches-sec_id,PXK-xq,sec_id: represents the unique identifier of the section being taught.,xq: the academic term or semester when the course is offered,0,,
teaches-sec_id,PXK-nf,sec_id: represents the unique identifier of the section being taught.,nf: the academic year when the course is offered,0,,
teaches-sec_id,KCM-pxkId,sec_id: represents the unique identifier of the section being taught.,pxkId: the identifier of the course offering,0,,
teaches-sec_id,KCM-jzId,sec_id: represents the unique identifier of the section being taught.,jzId: the identifier of the building where the course is held,0,,
teaches-sec_id,KCM-fjh,sec_id: represents the unique identifier of the section being taught.,fjh: the room number or identifier where the course is held,0,,
teaches-sec_id,KCM-scId,sec_id: represents the unique identifier of the section being taught.,scId: the identifier of the timeslot when the course is held,0,,
teaches-sec_id,JX-jsId,sec_id: represents the unique identifier of the section being taught.,jsId: the identifier of the teacher who instructs the course,0,,
teaches-sec_id,JX-pxkId,sec_id: represents the unique identifier of the section being taught.,pxkId: the identifier of the course offering being instructed,0,,
teaches-sec_id,JX-khr,sec_id: represents the unique identifier of the section being taught.,khr: the date when the course instruction starts,0,,
teaches-sec_id,JX-scId,sec_id: represents the unique identifier of the section being taught.,scId: the identifier of the timeslot when the course instruction is held,0,,
teaches-sec_id,JX-khjzId,sec_id: represents the unique identifier of the section being taught.,khjzId: the identifier of the building where the course instruction is held,0,,
teaches-sec_id,JX-khfjh,sec_id: represents the unique identifier of the section being taught.,khfjh: the room number or identifier where the course instruction is held,0,,
teaches-sec_id,XS-xsId,sec_id: represents the unique identifier of the section being taught.,xsId: a unique identifier for each student,0,,
teaches-sec_id,XS-xm,sec_id: represents the unique identifier of the section being taught.,xm: the name of the student,0,,
teaches-sec_id,XS-yxmc,sec_id: represents the unique identifier of the section being taught.,yxmc: the name of the school where the student is enrolled,0,,
teaches-sec_id,XS-zxf,sec_id: represents the unique identifier of the section being taught.,zxf: the total credits that the student has taken or is taking,0,,
teaches-sec_id,XS-zym,sec_id: represents the unique identifier of the section being taught.,zym: the name of the student's major,0,,
teaches-sec_id,XS-zzcj,sec_id: represents the unique identifier of the section being taught.,zzcj: the final grade of the student in the course,0,,
teaches-sec_id,XS-jsId,sec_id: represents the unique identifier of the section being taught.,jsId: the identifier of the teacher who instructs the course,0,,
